PaymentID,StudentID,TermID,AmountOwed,AmountPaid,Balance,HasHold,HoldReason,DueDate,PaymentDate,FinancialAidAmount
6827,427,11,34598.89,34614.18,0.0,False,,2023-08-01,2025-11-06,5832.86
6828,427,12,19163.52,18959.96,203.56,False,,2023-12-01,2025-11-06,4446.42
6829,427,13,32584.02,31128.42,1455.6,False,,2024-01-01,2025-11-06,14251.98
6830,427,14,31172.04,31170.23,1.81,False,,2024-05-01,2025-11-06,13041.46
6831,427,15,26126.03,25903.12,222.91,False,,2024-08-01,2025-11-06,8367.65
6832,427,16,32274.43,32940.04,0.0,False,,2024-12-01,2025-11-06,3240.0
8689,544,1,32596.34,7917.07,24679.27,True,Pretty write drug send plan only.,2021-01-01,2025-11-06,11336.17
8690,544,2,15083.09,7107.87,7975.22,False,,2021-05-01,2025-11-06,14759.09
8691,544,3,34221.36,8527.23,25694.12,False,,2021-08-01,2025-11-06,3245.33
8692,544,4,33532.31,21946.12,11586.19,False,,2021-12-01,2025-11-06,5037.72
8693,544,5,22947.97,15435.72,7512.25,True,Lead yes treatment idea item audience.,2022-01-01,2025-11-06,8657.19
8694,544,6,19927.95,6114.8,13813.15,True,Chair simple actually avoid southern.,2022-05-01,2025-11-06,9902.19
8695,544,7,19368.53,6262.72,13105.81,False,,2022-08-01,2025-11-06,6482.62
8696,544,8,28419.72,16977.26,11442.46,False,,2022-12-01,2025-11-06,14806.42
8697,544,9,19238.46,12297.44,6941.02,True,Family husband hard soldier.,2023-01-01,2025-11-06,4061.41
8698,544,10,21499.35,3015.01,18484.34,False,,2023-05-01,2025-11-06,9659.47
8699,544,11,23771.71,9913.69,13858.02,False,,2023-08-01,2025-11-06,8355.58
8700,544,12,22150.62,13491.9,8658.72,False,,2023-12-01,2025-11-06,10639.93
8701,544,13,33436.56,20739.59,12696.97,False,,2024-01-01,2025-11-06,13842.86
8702,544,14,16493.88,2030.74,14463.15,False,,2024-05-01,2025-11-06,10629.19
8703,544,15,23572.78,2602.61,20970.17,True,White dog by production mouth bag successful.,2024-08-01,2025-11-06,6322.59
8704,544,16,23880.79,4577.08,19303.71,False,,2024-12-01,2025-11-06,6451.06
8785,550,1,33094.95,23175.33,9919.63,False,,2021-01-01,2025-11-06,6815.23
8786,550,2,33911.25,27350.91,6560.34,False,,2021-05-01,2025-11-06,5843.21
8787,550,3,28852.03,25267.7,3584.32,True,Every data however happy.,2021-08-01,2025-11-06,7928.75
8788,550,4,22012.75,20672.34,1340.4,True,Type of necessary improve.,2021-12-01,2025-11-06,7059.49
8789,550,5,28630.84,21239.29,7391.55,False,,2022-01-01,2025-11-06,5151.86
8790,550,6,22621.95,13376.21,9245.74,False,,2022-05-01,2025-11-06,5450.55
8791,550,7,30404.32,15287.34,15116.98,True,Indicate trouble respond.,2022-08-01,2025-11-06,6803.29
8792,550,8,19434.22,11219.39,8214.83,True,News everybody will top century.,2022-12-01,2025-11-06,6574.84
8793,550,9,18030.1,12345.45,5684.65,False,,2023-01-01,2025-11-06,1127.84
8794,550,10,34963.69,31937.83,3025.86,False,,2023-05-01,2025-11-06,1200.77
8795,550,11,22578.33,17826.47,4751.86,False,,2023-08-01,2025-11-06,6786.52
8796,550,12,16362.45,13792.1,2570.35,True,Behind somebody teach much.,2023-12-01,2025-11-06,2678.18
8797,550,13,23403.96,15766.58,7637.38,True,Paper mean model possible everything fight hard.,2024-01-01,2025-11-06,1451.82
8798,550,14,24371.85,15123.92,9247.93,False,,2024-05-01,2025-11-06,3953.23
8799,550,15,26318.03,23190.3,3127.73,False,,2024-08-01,2025-11-06,6956.26
8800,550,16,20307.76,18115.6,2192.16,True,Part scene picture tree major.,2024-12-01,2025-11-06,1155.2
9185,575,1,27058.23,14925.46,12132.77,False,,2021-01-01,2025-11-06,3289.09
9186,575,2,33243.68,17831.07,15412.61,True,Better report every show question prevent act fear.,2021-05-01,2025-11-06,6843.22
9187,575,3,20648.46,17426.52,3221.94,False,,2021-08-01,2025-11-06,5408.53
9188,575,4,28741.15,18674.06,10067.09,False,,2021-12-01,2025-11-06,9870.71
9189,575,5,22220.78,14335.52,7885.26,True,Ball should look short to set democratic.,2022-01-01,2025-11-06,8603.16
9190,575,6,25682.84,13166.73,12516.11,False,,2022-05-01,2025-11-06,9951.49
9191,575,7,21733.17,14198.68,7534.49,True,School style wear son conference southern.,2022-08-01,2025-11-06,13400.47
9192,575,8,30572.69,22081.56,8491.13,True,Into change dinner represent.,2022-12-01,2025-11-06,12752.67
9193,575,9,20375.15,13218.91,7156.24,False,,2023-01-01,2025-11-06,6949.41
9194,575,10,18444.34,14556.12,3888.23,True,Control woman down statement notice goal.,2023-05-01,2025-11-06,9861.72
9195,575,11,32222.4,18300.3,13922.11,False,,2023-08-01,2025-11-06,9177.16
9196,575,12,15022.55,13071.42,1951.13,False,,2023-12-01,2025-11-06,12818.07
9197,575,13,17095.18,9854.68,7240.5,True,When challenge decade still.,2024-01-01,2025-11-06,14842.58
9198,575,14,20792.56,14789.58,6002.97,False,,2024-05-01,2025-11-06,5835.37
9199,575,15,33952.85,29187.09,4765.76,True,Song million win sound.,2024-08-01,2025-11-06,5175.91
9200,575,16,30873.25,28924.86,1948.39,True,Everything positive green officer as.,2024-12-01,2025-11-06,10705.3
10049,629,1,34286.61,33756.04,530.57,False,,2021-01-01,2025-11-06,5975.16
10050,629,2,27610.31,26941.25,669.06,False,,2021-05-01,2025-11-06,12944.35
10051,629,3,20406.87,20098.91,307.96,False,,2021-08-01,2025-11-06,3619.36
10052,629,4,34046.02,35479.5,0.0,False,,2021-12-01,2025-11-06,5541.64
10053,629,5,21148.53,20651.07,497.46,False,,2022-01-01,2025-11-06,8444.43
10054,629,6,31918.63,32606.64,0.0,False,,2022-05-01,2025-11-06,13407.38
10055,629,7,31744.4,32568.25,0.0,False,,2022-08-01,2025-11-06,6487.42
10056,629,8,20530.54,19729.94,800.6,False,,2022-12-01,2025-11-06,8530.83
10057,629,9,20495.72,20513.29,0.0,False,,2023-01-01,2025-11-06,3123.79
10058,629,10,22450.98,22559.4,0.0,False,,2023-05-01,2025-11-06,11572.91
10059,629,11,22041.21,21568.14,473.07,False,,2023-08-01,2025-11-06,6669.49
10060,629,12,20110.89,19227.84,883.05,False,,2023-12-01,2025-11-06,6900.14
10061,629,13,17519.1,17648.63,0.0,False,,2024-01-01,2025-11-06,5127.68
10062,629,14,15518.83,15857.83,0.0,False,,2024-05-01,2025-11-06,8449.16
10063,629,15,34077.97,33742.63,335.35,False,,2024-08-01,2025-11-06,6086.53
10064,629,16,31519.46,31944.7,0.0,False,,2024-12-01,2025-11-06,6058.0
11841,741,1,18508.85,17588.96,919.89,False,,2021-01-01,2025-11-06,13876.31
11842,741,2,22606.53,22645.16,0.0,False,,2021-05-01,2025-11-06,9618.13
11843,741,3,16330.4,16165.52,164.88,False,,2021-08-01,2025-11-06,12753.97
11844,741,4,18746.88,18970.26,0.0,False,,2021-12-01,2025-11-06,11297.18
11845,741,5,34541.12,35271.62,0.0,False,,2022-01-01,2025-11-06,3583.16
11846,741,6,27612.29,28505.63,0.0,False,,2022-05-01,2025-11-06,4048.23
11847,741,7,32583.29,32088.45,494.84,False,,2022-08-01,2025-11-06,8960.31
11848,741,8,29050.12,30264.12,0.0,False,,2022-12-01,2025-11-06,6230.87
11849,741,9,34329.71,33392.16,937.55,False,,2023-01-01,2025-11-06,3400.0
11850,741,10,20305.95,20685.11,0.0,False,,2023-05-01,2025-11-06,4492.61
11851,741,11,28166.72,27798.18,368.54,False,,2023-08-01,2025-11-06,7804.15
11852,741,12,26810.85,26771.2,39.65,False,,2023-12-01,2025-11-06,12185.89
11853,741,13,31432.85,32069.13,0.0,False,,2024-01-01,2025-11-06,14464.1
11854,741,14,26238.38,26961.01,0.0,False,,2024-05-01,2025-11-06,12592.16
11855,741,15,34979.86,34703.74,276.12,False,,2024-08-01,2025-11-06,14856.64
11856,741,16,31748.9,30887.94,860.96,False,,2024-12-01,2025-11-06,13615.27
11873,743,1,32079.06,32384.42,0.0,False,,2021-01-01,2025-11-06,7556.81
11874,743,2,21109.21,21224.64,0.0,False,,2021-05-01,2025-11-06,4336.52
11875,743,3,23590.32,24472.16,0.0,False,,2021-08-01,2025-11-06,3815.95
11876,743,4,19660.66,20128.17,0.0,False,,2021-12-01,2025-11-06,4088.94
11877,743,5,31551.21,31048.07,503.13,False,,2022-01-01,2025-11-06,3353.01
11878,743,6,15793.89,15639.95,153.94,False,,2022-05-01,2025-11-06,3051.81
11879,743,7,26509.2,27627.07,0.0,False,,2022-08-01,2025-11-06,6925.1
11880,743,8,28977.59,29931.19,0.0,False,,2022-12-01,2025-11-06,1194.36
11881,743,9,20352.4,20330.89,21.51,False,,2023-01-01,2025-11-06,6613.48
11882,743,10,15585.67,15342.25,243.42,False,,2023-05-01,2025-11-06,5932.6
11883,743,11,30485.04,30769.12,0.0,False,,2023-08-01,2025-11-06,1097.17
11884,743,12,34931.2,36574.66,0.0,False,,2023-12-01,2025-11-06,7730.94
11885,743,13,31513.81,32599.45,0.0,False,,2024-01-01,2025-11-06,3816.0
11886,743,14,20915.5,20217.88,697.61,False,,2024-05-01,2025-11-06,6996.76
11887,743,15,32276.26,31148.06,1128.2,False,,2024-08-01,2025-11-06,1820.65
11888,743,16,33531.16,33448.21,82.95,False,,2024-12-01,2025-11-06,3111.09
13297,832,1,24574.19,25232.57,0.0,False,,2021-01-01,2025-11-06,9278.42
13298,832,2,33950.26,32500.58,1449.68,False,,2021-05-01,2025-11-06,6161.86
13299,832,3,19097.43,18726.22,371.21,False,,2021-08-01,2025-11-06,10465.15
13300,832,4,34670.0,35166.59,0.0,False,,2021-12-01,2025-11-06,3083.12
13301,832,5,18797.52,19077.21,0.0,False,,2022-01-01,2025-11-06,7595.94
13302,832,6,24433.37,23759.7,673.67,False,,2022-05-01,2025-11-06,9498.11
13303,832,7,31561.36,32027.38,0.0,False,,2022-08-01,2025-11-06,8184.72
13304,832,8,30876.42,30618.78,257.64,False,,2022-12-01,2025-11-06,5699.35
13305,832,9,24475.81,25504.35,0.0,False,,2023-01-01,2025-11-06,7430.18
13306,832,10,22035.0,21519.93,515.07,False,,2023-05-01,2025-11-06,5189.89
13307,832,11,16126.8,15361.42,765.38,False,,2023-08-01,2025-11-06,4010.18
13308,832,12,29969.84,28869.98,1099.87,False,,2023-12-01,2025-11-06,6587.4
13309,832,13,26660.65,26079.86,580.8,False,,2024-01-01,2025-11-06,10763.95
13310,832,14,17252.26,17893.06,0.0,False,,2024-05-01,2025-11-06,3634.27
13311,832,15,19006.62,18073.46,933.16,False,,2024-08-01,2025-11-06,12229.21
13312,832,16,26308.05,25328.19,979.85,False,,2024-12-01,2025-11-06,10458.42
14081,881,1,17721.5,16971.68,749.82,False,,2021-01-01,2025-11-06,6580.04
14082,881,2,33895.87,35196.5,0.0,False,,2021-05-01,2025-11-06,4699.35
14083,881,3,28809.02,29043.9,0.0,False,,2021-08-01,2025-11-06,5277.78
14084,881,4,19639.84,20254.49,0.0,False,,2021-12-01,2025-11-06,6668.76
14085,881,5,23007.29,22250.33,756.96,False,,2022-01-01,2025-11-06,3242.07
14086,881,6,34281.09,34242.23,38.86,False,,2022-05-01,2025-11-06,5821.38
14087,881,7,25179.02,25410.78,0.0,False,,2022-08-01,2025-11-06,6855.33
14088,881,8,24949.04,25768.85,0.0,False,,2022-12-01,2025-11-06,7715.2
14089,881,9,26619.53,25797.39,822.14,False,,2023-01-01,2025-11-06,1859.5
14090,881,10,31850.2,32926.55,0.0,False,,2023-05-01,2025-11-06,7308.67
14091,881,11,32053.6,31332.19,721.4,False,,2023-08-01,2025-11-06,3955.49
14092,881,12,20648.54,21388.76,0.0,False,,2023-12-01,2025-11-06,4395.34
14093,881,13,16730.54,16160.31,570.23,False,,2024-01-01,2025-11-06,1172.62
14094,881,14,16676.13,16521.22,154.91,False,,2024-05-01,2025-11-06,1496.27
14095,881,15,22283.47,21849.31,434.16,False,,2024-08-01,2025-11-06,6673.76
14096,881,16,30616.87,29177.58,1439.29,False,,2024-12-01,2025-11-06,4391.24
15313,958,1,29540.9,9897.61,19643.28,True,Seven agency magazine very admit option fly.,2021-01-01,2025-11-06,7569.41
15314,958,2,23862.71,16508.41,7354.3,True,Plan beautiful brother act.,2021-05-01,2025-11-06,6524.46
15315,958,3,17732.3,6451.31,11280.99,True,Data reveal believe instead she.,2021-08-01,2025-11-06,7997.11
15316,958,4,27967.2,16180.85,11786.35,False,,2021-12-01,2025-11-06,8837.64
15317,958,5,31037.23,4271.48,26765.75,False,,2022-01-01,2025-11-06,12272.86
15318,958,6,29023.72,14153.02,14870.69,True,Design future college military.,2022-05-01,2025-11-06,8161.74
15319,958,7,31727.32,1676.15,30051.18,True,Worry so degree nearly way PM apply.,2022-08-01,2025-11-06,7651.55
15320,958,8,16589.84,4944.25,11645.59,True,Development pull tough various.,2022-12-01,2025-11-06,8208.91
15321,958,9,26562.02,391.38,26170.64,True,Water significant law personal race challenge.,2023-01-01,2025-11-06,12675.0
15322,958,10,20885.52,1629.99,19255.53,False,,2023-05-01,2025-11-06,11141.35
15323,958,11,25300.72,6806.85,18493.88,True,Until throw outside yourself.,2023-08-01,2025-11-06,5247.38
15324,958,12,19269.81,9314.74,9955.07,False,,2023-12-01,2025-11-06,12375.24
15325,958,13,23519.17,2192.34,21326.84,False,,2024-01-01,2025-11-06,3216.31
15326,958,14,18264.36,4834.26,13430.1,True,National trouble pull.,2024-05-01,2025-11-06,11536.79
15327,958,15,32704.16,15193.62,17510.55,True,Federal draw human seven allow.,2024-08-01,2025-11-06,3061.68
15328,958,16,30213.73,6722.77,23490.96,True,Set hot Congress performance past.,2024-12-01,2025-11-06,4206.14
16593,1038,1,15716.65,12109.37,3607.28,True,Near wonder seat whole popular PM some.,2021-01-01,2025-11-06,7254.13
16594,1038,2,24808.69,14780.12,10028.57,False,,2021-05-01,2025-11-06,6956.2
16595,1038,3,20443.35,11606.94,8836.4,True,Arrive performance even.,2021-08-01,2025-11-06,2851.69
16596,1038,4,18628.01,16976.79,1651.22,False,,2021-12-01,2025-11-06,3675.75
16597,1038,5,16091.32,10117.17,5974.15,True,Of site financial policy door.,2022-01-01,2025-11-06,3490.46
16598,1038,6,17930.33,15485.26,2445.07,True,Nation choice week fact forget current.,2022-05-01,2025-11-06,6823.71
16599,1038,7,25549.08,13029.16,12519.92,False,,2022-08-01,2025-11-06,1911.64
16600,1038,8,25780.85,19037.22,6743.63,False,,2022-12-01,2025-11-06,1829.5
16601,1038,9,21471.65,20106.36,1365.29,False,,2023-01-01,2025-11-06,4266.91
16602,1038,10,21456.85,19367.18,2089.68,False,,2023-05-01,2025-11-06,1315.87
16603,1038,11,16913.18,11543.92,5369.26,False,,2023-08-01,2025-11-06,1263.74
16604,1038,12,29761.01,17972.43,11788.58,False,,2023-12-01,2025-11-06,2076.57
16605,1038,13,22901.65,20230.08,2671.56,False,,2024-01-01,2025-11-06,3769.34
16606,1038,14,24080.61,18905.8,5174.81,False,,2024-05-01,2025-11-06,1576.19
16607,1038,15,20691.11,19565.78,1125.33,False,,2024-08-01,2025-11-06,5023.21
16608,1038,16,27690.29,21507.19,6183.09,False,,2024-12-01,2025-11-06,3404.34
18721,1171,1,28278.91,18688.2,9590.71,True,Off exactly civil certain wind standard amount.,2021-01-01,2025-11-06,6504.84
18722,1171,2,20127.72,2206.48,17921.23,True,Me former check.,2021-05-01,2025-11-06,8127.4
18723,1171,3,27039.9,7118.37,19921.53,False,,2021-08-01,2025-11-06,5745.08
18724,1171,4,16993.83,7179.79,9814.03,True,Program exactly level eight service adult move.,2021-12-01,2025-11-06,9301.1
18725,1171,5,16709.96,5915.34,10794.62,False,,2022-01-01,2025-11-06,9292.84
18726,1171,6,34394.4,20646.9,13747.5,False,,2022-05-01,2025-11-06,4782.07
18727,1171,7,34990.66,1100.62,33890.04,False,,2022-08-01,2025-11-06,12034.85
18728,1171,8,24995.4,13524.68,11470.72,True,Three certain wish.,2022-12-01,2025-11-06,12797.0
18729,1171,9,26464.46,9223.31,17241.15,True,Relationship successful name quite trip.,2023-01-01,2025-11-06,14216.33
18730,1171,10,17591.36,3815.32,13776.04,True,Usually professional sign lawyer challenge scientist voice.,2023-05-01,2025-11-06,14343.81
18731,1171,11,19306.23,13310.27,5995.95,True,High sign clear firm run lead beat.,2023-08-01,2025-11-06,8178.01
18732,1171,12,34824.23,8700.53,26123.69,True,Anyone everyone dark interest baby thank side.,2023-12-01,2025-11-06,14210.15
18733,1171,13,29551.86,2110.41,27441.45,True,Next floor maybe certain answer writer.,2024-01-01,2025-11-06,7094.0
18734,1171,14,16807.39,6908.41,9898.98,True,Listen pretty worry leave story peace.,2024-05-01,2025-11-06,5485.97
18735,1171,15,19187.76,10320.28,8867.48,False,,2024-08-01,2025-11-06,5433.1
18736,1171,16,33287.08,9539.89,23747.19,False,,2024-12-01,2025-11-06,4996.41
19265,1205,1,30574.85,15390.03,15184.82,True,Training protect professor program back manager.,2021-01-01,2025-11-06,8974.82
19266,1205,2,20091.18,3854.41,16236.77,False,,2021-05-01,2025-11-06,5155.75
19267,1205,3,25347.96,16886.78,8461.18,True,Kitchen trip mother oil outside room.,2021-08-01,2025-11-06,5850.3
19268,1205,4,34240.6,2127.63,32112.97,True,For goal including sea.,2021-12-01,2025-11-06,11112.32
19269,1205,5,16821.02,6134.39,10686.63,False,,2022-01-01,2025-11-06,11459.22
19270,1205,6,20681.38,13008.93,7672.45,False,,2022-05-01,2025-11-06,5407.3
19271,1205,7,32248.82,6905.03,25343.8,False,,2022-08-01,2025-11-06,5939.32
19272,1205,8,26238.1,7460.85,18777.25,True,Staff Congress fund.,2022-12-01,2025-11-06,14590.35
19273,1205,9,25662.73,6758.18,18904.56,True,Class none drive development.,2023-01-01,2025-11-06,6512.33
19274,1205,10,23137.42,12526.36,10611.06,False,,2023-05-01,2025-11-06,8878.76
19275,1205,11,19513.82,12589.01,6924.81,False,,2023-08-01,2025-11-06,6675.22
19276,1205,12,18330.6,16.17,18314.43,True,Quality ask maintain represent.,2023-12-01,2025-11-06,9261.14
19277,1205,13,18263.37,6523.61,11739.76,True,Teacher law heart smile pattern.,2024-01-01,2025-11-06,12323.62
19278,1205,14,34426.49,9431.95,24994.54,True,Not agent establish.,2024-05-01,2025-11-06,5031.74
19279,1205,15,21155.3,10244.08,10911.22,False,,2024-08-01,2025-11-06,8050.75
19280,1205,16,22353.27,14037.61,8315.66,False,,2024-12-01,2025-11-06,5907.79
20369,1274,1,32899.4,32259.17,640.23,False,,2021-01-01,2025-11-06,4055.28
20370,1274,2,29099.03,29156.58,0.0,False,,2021-05-01,2025-11-06,4517.32
20371,1274,3,23728.24,23168.48,559.76,False,,2021-08-01,2025-11-06,3155.94
20372,1274,4,28660.45,27373.72,1286.73,False,,2021-12-01,2025-11-06,2615.29
20373,1274,5,34765.87,36029.05,0.0,False,,2022-01-01,2025-11-06,6787.42
20374,1274,6,27952.37,28967.82,0.0,False,,2022-05-01,2025-11-06,6596.25
20375,1274,7,26145.03,26937.61,0.0,False,,2022-08-01,2025-11-06,3194.05
20376,1274,8,34664.18,34432.51,231.67,False,,2022-12-01,2025-11-06,3630.88
20377,1274,9,20010.68,19220.87,789.81,False,,2023-01-01,2025-11-06,2723.08
20378,1274,10,26548.09,25867.8,680.29,False,,2023-05-01,2025-11-06,1896.25
20379,1274,11,15228.46,14772.78,455.68,False,,2023-08-01,2025-11-06,6840.79
20380,1274,12,34590.09,33263.0,1327.09,False,,2023-12-01,2025-11-06,4341.4
20381,1274,13,17489.41,17776.67,0.0,False,,2024-01-01,2025-11-06,3795.01
20382,1274,14,18342.1,17846.1,496.0,False,,2024-05-01,2025-11-06,6641.3
20383,1274,15,15343.12,14601.19,741.93,False,,2024-08-01,2025-11-06,6907.67
20384,1274,16,24697.08,25020.54,0.0,False,,2024-12-01,2025-11-06,6587.65
21793,1363,1,33167.7,3276.28,29891.42,True,Table expect return young treatment finally security.,2021-01-01,2025-11-06,12073.2
21794,1363,2,25129.68,1213.66,23916.01,True,Small law forward ever campaign main.,2021-05-01,2025-11-06,11386.11
21795,1363,3,29855.71,11871.65,17984.06,True,Green dog them visit hard realize anyone.,2021-08-01,2025-11-06,4426.36
21796,1363,4,22534.64,13951.47,8583.17,False,,2021-12-01,2025-11-06,12203.55
21797,1363,5,29510.59,14639.14,14871.45,True,Fine arrive not interest.,2022-01-01,2025-11-06,4997.94
21798,1363,6,27261.1,17213.26,10047.84,True,Nearly consider without station can him.,2022-05-01,2025-11-06,7868.47
21799,1363,7,17968.06,6364.42,11603.65,False,,2022-08-01,2025-11-06,11542.64
21800,1363,8,18157.95,3377.15,14780.8,True,Less run remember word arrive.,2022-12-01,2025-11-06,5386.02
21801,1363,9,24203.92,12751.96,11451.96,False,,2023-01-01,2025-11-06,13088.99
21802,1363,10,29376.81,8051.36,21325.45,False,,2023-05-01,2025-11-06,12825.91
